countryname,state_emp_now,occupation,public_educators,public_health_professionals,state_career,DemocracySupport,InstitutionSupport,Democracy,Education,Occupation,MiddleClass,Age,age2,Gender,Expenditures,IncDist,FreeMarket_Support,stateemployment,state_assistance,state_emp_middleclass
hungary,0,hotels and restaurants,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,48.0,2304.0,1,92.66666,2.0,0.0,,1.0,0.0
hungary,1,hotels and restaurants,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,64.0,4096.0,1,116.0,3.0,1.0,,0.0,0.0
hungary,0,"electricity, gas and water supply",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,50.0,2500.0,1,133.2,4.0,1.0,0.0,0.0,0.0
hungary,1,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,57.0,3249.0,1,,4.0,0.0,0.0,0.0,0.0
hungary,0,"electricity, gas and water supply",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,37.0,1369.0,0,,5.0,0.0,,0.0,0.0
hungary,0,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,47.0,2209.0,1,93.0,3.0,0.0,,1.0,0.0
hungary,0,education,0.0,0.0,0.0,1.0,1,1,1.0,1.0,1.0,61.0,3721.0,1,556.0,4.0,0.0,0.0,0.0,0.0
hungary,0,"other community, social and personal service activities",0.0,0.0,0.0,1.0,1,1,1.0,1.0,1.0,37.0,1369.0,1,257.2222,7.0,1.0,0.0,1.0,0.0
hungary,0,construction,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,50.0,2500.0,1,56.52174,5.0,0.0,,0.0,0.0
hungary,1,manufacturing,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,28.0,784.0,1,319.3333,4.0,0.0,0.0,0.0,0.0
hungary,1,"other community, social and personal service activities",0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,52.0,2704.0,0,,1.0,0.0,,0.0,0.0
hungary,0,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,82.0,6724.0,1,154.6667,3.0,0.0,,0.0,0.0
hungary,0,financial intermediation,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,44.0,1936.0,1,154.7619,5.0,1.0,0.0,0.0,0.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,73.0,5329.0,1,,3.0,0.0,,0.0,0.0
hungary,0,manufacturing,0.0,0.0,0.0,0.0,1,0,1.0,1.0,1.0,62.0,3844.0,1,371.0,3.0,0.0,,0.0,0.0
hungary,0,manufacturing,0.0,0.0,0.0,1.0,1,1,1.0,1.0,1.0,55.0,3025.0,1,120.6667,3.0,1.0,,0.0,0.0
hungary,0,financial intermediation,0.0,0.0,0.0,1.0,1,1,1.0,0.0,0.0,65.0,4225.0,1,,4.0,1.0,,0.0,0.0
hungary,0,construction,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,56.0,3136.0,1,184.8,7.0,0.0,1.0,0.0,0.0
hungary,1,"public administration, military, social security",0.0,0.0,1.0,1.0,1,1,1.0,1.0,1.0,51.0,2601.0,1,212.8,5.0,0.0,1.0,0.0,1.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,48.0,2304.0,1,154.0,2.0,1.0,,0.0,0.0
hungary,0,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,46.0,2116.0,1,62.0,2.0,0.0,,1.0,0.0
hungary,0,education,0.0,0.0,0.0,1.0,1,1,1.0,1.0,1.0,54.0,2916.0,1,315.2,5.0,0.0,1.0,0.0,0.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,75.0,5625.0,0,116.0,2.0,1.0,,0.0,0.0
hungary,0,,,,,0.0,1,0,0.0,,0.0,77.0,5929.0,1,164.0,3.0,0.0,,0.0,0.0
hungary,1,education,1.0,0.0,0.0,1.0,1,1,1.0,1.0,1.0,41.0,1681.0,0,394.0,5.0,1.0,1.0,0.0,1.0
hungary,0,,,,,0.0,1,0,0.0,,0.0,76.0,5776.0,0,153.0,3.0,0.0,,0.0,0.0
hungary,1,"agriculture, hunting and forestry",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,74.0,5476.0,1,49.33333,1.0,1.0,,1.0,0.0
hungary,1,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,72.0,5184.0,1,171.5,3.0,0.0,,0.0,0.0
hungary,0,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,58.0,3364.0,1,154.0,5.0,1.0,0.0,0.0,0.0
hungary,1,"agriculture, hunting and forestry",0.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,56.0,3136.0,1,123.3333,5.0,1.0,,0.0,0.0
hungary,1,"public administration, military, social security",0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,63.0,3969.0,0,198.5714,4.0,0.0,,0.0,0.0
hungary,0,construction,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,24.0,576.0,1,219.5,2.0,1.0,0.0,0.0,0.0
hungary,0,,,,,1.0,0,0,0.0,,0.0,76.0,5776.0,0,67.0,1.0,1.0,,0.0,0.0
hungary,0,,,,,1.0,0,0,0.0,,0.0,57.0,3249.0,0,395.3333,3.0,0.0,,0.0,0.0
hungary,1,"other community, social and personal service activities",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,33.0,1089.0,1,181.5385,1.0,1.0,,0.0,0.0
hungary,0,construction,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,43.0,1849.0,1,237.3333,2.0,1.0,0.0,0.0,0.0
hungary,0,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,25.0,625.0,0,94.61539,1.0,1.0,,0.0,0.0
hungary,1,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,50.0,2500.0,0,180.0,4.0,0.0,0.0,0.0,0.0
hungary,0,,,,,1.0,0,0,0.0,,0.0,73.0,5329.0,1,246.0,3.0,0.0,,0.0,0.0
hungary,1,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,65.0,4225.0,1,154.0,7.0,0.0,,0.0,0.0
hungary,1,"transport, communications",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,35.0,1225.0,1,296.1111,6.0,0.0,0.0,0.0,0.0
hungary,1,"public administration, military, social security",0.0,0.0,1.0,1.0,1,1,1.0,1.0,1.0,38.0,1444.0,0,295.3846,7.0,1.0,1.0,0.0,1.0
hungary,1,"other community, social and personal service activities",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,46.0,2116.0,1,92.66666,2.0,1.0,,1.0,0.0
hungary,1,"public administration, military, social security",0.0,0.0,1.0,1.0,1,1,1.0,1.0,1.0,49.0,2401.0,1,476.6667,8.0,1.0,1.0,0.0,1.0
hungary,0,"electricity, gas and water supply",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,30.0,900.0,1,324.0,8.0,1.0,0.0,0.0,0.0
hungary,1,education,1.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,66.0,4356.0,0,167.0,3.0,1.0,,0.0,0.0
hungary,0,manufacturing,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,31.0,961.0,1,103.3333,3.0,0.0,0.0,0.0,0.0
hungary,0,"electricity, gas and water supply",0.0,0.0,0.0,1.0,1,1,1.0,1.0,1.0,52.0,2704.0,0,170.0,4.0,0.0,,0.0,0.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,83.0,6889.0,1,62.0,3.0,0.0,,0.0,0.0
hungary,0,manufacturing,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,54.0,2916.0,0,157.5,4.0,0.0,0.0,0.0,0.0
hungary,1,manufacturing,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,43.0,1849.0,1,,1.0,0.0,0.0,0.0,0.0
hungary,0,"other community, social and personal service activities",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,33.0,1089.0,1,143.3333,5.0,0.0,,0.0,0.0
hungary,1,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,38.0,1444.0,1,232.0,4.0,1.0,0.0,0.0,0.0
hungary,1,"transport, communications",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,64.0,4096.0,0,176.0,1.0,0.0,,0.0,0.0
hungary,0,"other community, social and personal service activities",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,32.0,1024.0,0,220.4762,5.0,0.0,0.0,0.0,0.0
hungary,1,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,47.0,2209.0,1,231.5,3.0,0.0,0.0,0.0,0.0
hungary,0,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,44.0,1936.0,1,194.5161,4.0,1.0,,1.0,0.0
hungary,1,health and health work,0.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,62.0,3844.0,1,206.6667,6.0,0.0,,0.0,0.0
hungary,1,"public administration, military, social security",0.0,0.0,1.0,0.0,0,0,0.0,1.0,0.0,59.0,3481.0,1,252.0,3.0,0.0,1.0,0.0,0.0
hungary,0,,,,,0.0,0,0,0.0,,0.0,57.0,3249.0,1,57.5,2.0,0.0,,1.0,0.0
hungary,0,"fishing, fish farming",0.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,46.0,2116.0,1,222.8,4.0,1.0,0.0,0.0,0.0
hungary,1,construction,0.0,0.0,0.0,0.0,1,0,1.0,1.0,1.0,28.0,784.0,1,231.6667,4.0,0.0,0.0,0.0,1.0
hungary,1,"transport, communications",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,74.0,5476.0,1,174.6667,4.0,0.0,,0.0,0.0
hungary,1,education,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,55.0,3025.0,0,102.0,2.0,1.0,1.0,0.0,0.0
hungary,0,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,39.0,1521.0,1,115.7143,5.0,0.0,0.0,0.0,0.0
hungary,0,manufacturing,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,33.0,1089.0,1,200.0,4.0,0.0,0.0,0.0,0.0
hungary,1,"other community, social and personal service activities",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,53.0,2809.0,0,102.0,2.0,0.0,,0.0,0.0
hungary,1,mining and quarrying,0.0,0.0,0.0,1.0,1,1,0.0,1.0,0.0,44.0,1936.0,1,204.0,6.0,1.0,0.0,0.0,0.0
hungary,0,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,66.0,4356.0,1,115.5,5.0,0.0,0.0,0.0,0.0
hungary,0,,,,,0.0,0,0,0.0,,0.0,85.0,7225.0,0,232.0,2.0,0.0,,0.0,0.0
hungary,0,,,,,0.0,0,0,0.0,,0.0,78.0,6084.0,0,69.0,2.0,0.0,,0.0,0.0
hungary,1,financial intermediation,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,61.0,3721.0,1,,5.0,0.0,,0.0,0.0
hungary,1,"transport, communications",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,74.0,5476.0,1,138.6667,5.0,1.0,,0.0,0.0
hungary,1,"other community, social and personal service activities",0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,61.0,3721.0,1,196.5,5.0,0.0,1.0,0.0,0.0
hungary,0,,,,,0.0,0,0,0.0,,0.0,81.0,6561.0,0,,5.0,0.0,,0.0,0.0
hungary,1,"other community, social and personal service activities",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,65.0,4225.0,1,77.33334,2.0,0.0,,0.0,0.0
hungary,0,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,55.0,3025.0,0,107.0,5.0,0.0,0.0,1.0,0.0
hungary,1,financial intermediation,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,62.0,3844.0,0,225.3333,5.0,0.0,,0.0,0.0
hungary,0,,,,,0.0,0,0,0.0,,0.0,64.0,4096.0,1,185.0,5.0,0.0,,1.0,0.0
hungary,1,mining and quarrying,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,64.0,4096.0,1,200.6667,5.0,0.0,,1.0,0.0
hungary,0,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,25.0,625.0,1,157.2,3.0,1.0,0.0,1.0,0.0
hungary,0,construction,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,40.0,1600.0,1,138.5,1.0,0.0,0.0,1.0,0.0
hungary,1,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,77.0,5929.0,1,148.5,4.0,0.0,,1.0,0.0
hungary,1,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,46.0,2116.0,1,146.0,6.0,0.0,0.0,1.0,0.0
hungary,1,"public administration, military, social security",0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.0,48.0,2304.0,0,127.5,5.0,0.0,1.0,0.0,0.0
hungary,1,"electricity, gas and water supply",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,46.0,2116.0,1,146.5,6.0,0.0,,1.0,0.0
hungary,1,education,1.0,0.0,0.0,1.0,1,1,1.0,1.0,1.0,56.0,3136.0,0,308.6667,4.0,1.0,1.0,0.0,1.0
hungary,0,"transport, communications",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,63.0,3969.0,0,26.0,2.0,1.0,,0.0,0.0
hungary,1,"electricity, gas and water supply",0.0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,38.0,1444.0,1,330.9524,8.0,1.0,0.0,1.0,0.0
hungary,0,construction,0.0,0.0,0.0,1.0,1,1,1.0,1.0,1.0,45.0,2025.0,1,430.3571,5.0,0.0,0.0,0.0,0.0
hungary,1,education,1.0,0.0,0.0,1.0,1,1,1.0,1.0,1.0,52.0,2704.0,1,196.5,4.0,0.0,1.0,0.0,1.0
hungary,0,"other community, social and personal service activities",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,28.0,784.0,0,150.8696,1.0,0.0,,1.0,0.0
hungary,1,hotels and restaurants,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,61.0,3721.0,1,72.0,5.0,1.0,,0.0,0.0
hungary,0,,,,,0.0,1,0,0.0,,0.0,28.0,784.0,1,90.0,3.0,0.0,,1.0,0.0
hungary,1,extra-territorial organizations and bodies,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,62.0,3844.0,1,111.5,5.0,0.0,0.0,0.0,0.0
hungary,0,hotels and restaurants,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,66.0,4356.0,1,126.6667,5.0,1.0,1.0,0.0,0.0
hungary,0,,,,,1.0,0,0,0.0,,0.0,78.0,6084.0,1,170.0,5.0,1.0,,0.0,0.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,81.0,6561.0,1,130.0,1.0,0.0,,0.0,0.0
hungary,0,hotels and restaurants,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,61.0,3721.0,1,127.0,3.0,1.0,0.0,0.0,0.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,36.0,1296.0,0,240.0,5.0,1.0,,1.0,0.0
hungary,1,"transport, communications",0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,78.0,6084.0,0,92.0,3.0,0.0,,0.0,0.0
hungary,0,"real estate, renting and business activities",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,41.0,1681.0,0,163.3333,3.0,1.0,0.0,0.0,0.0
hungary,1,"other community, social and personal service activities",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,52.0,2704.0,1,62.0,3.0,0.0,1.0,0.0,0.0
hungary,1,health and health work,0.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,48.0,2304.0,1,162.0,7.0,1.0,,0.0,1.0
hungary,1,education,1.0,0.0,0.0,1.0,1,1,1.0,1.0,1.0,45.0,2025.0,1,138.6667,5.0,0.0,1.0,0.0,1.0
hungary,1,education,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,41.0,1681.0,0,157.2,7.0,0.0,1.0,0.0,0.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,71.0,5041.0,1,,1.0,0.0,,0.0,0.0
hungary,1,health and health work,0.0,1.0,0.0,1.0,1,1,0.0,1.0,0.0,35.0,1225.0,1,331.4286,4.0,1.0,,1.0,0.0
hungary,1,"other community, social and personal service activities",0.0,0.0,0.0,1.0,1,1,1.0,1.0,1.0,63.0,3969.0,1,185.3333,3.0,1.0,,0.0,1.0
hungary,0,"other community, social and personal service activities",0.0,0.0,0.0,1.0,1,1,0.0,1.0,0.0,59.0,3481.0,0,178.1818,3.0,1.0,0.0,0.0,0.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,45.0,2025.0,1,301.5,4.0,0.0,,0.0,0.0
hungary,0,hotels and restaurants,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,38.0,1444.0,0,216.0,2.0,0.0,1.0,0.0,0.0
hungary,0,,,,,1.0,0,0,0.0,,0.0,75.0,5625.0,0,204.0,1.0,0.0,,0.0,0.0
hungary,1,hotels and restaurants,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,49.0,2401.0,0,107.0,3.0,1.0,1.0,0.0,0.0
hungary,1,manufacturing,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,37.0,1369.0,1,198.75,1.0,0.0,,1.0,0.0
hungary,1,manufacturing,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,49.0,2401.0,1,162.0,3.0,0.0,0.0,0.0,0.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,78.0,6084.0,1,83.0,2.0,0.0,,0.0,0.0
hungary,1,education,1.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,68.0,4624.0,0,125.0,4.0,0.0,,0.0,1.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,87.0,7569.0,1,129.5,5.0,0.0,,0.0,0.0
hungary,0,,,,,1.0,0,0,0.0,,0.0,74.0,5476.0,0,144.0,4.0,0.0,,0.0,0.0
hungary,0,,,,,1.0,0,0,0.0,,0.0,47.0,2209.0,0,401.3333,5.0,0.0,,0.0,0.0
hungary,0,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,52.0,2704.0,1,231.5,5.0,0.0,0.0,0.0,0.0
hungary,1,education,1.0,0.0,0.0,1.0,1,1,1.0,1.0,1.0,36.0,1296.0,0,245.0,6.0,1.0,1.0,0.0,1.0
hungary,1,"electricity, gas and water supply",0.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,66.0,4356.0,1,138.6667,4.0,0.0,,0.0,0.0
hungary,0,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,1.0,1,1,0.0,1.0,0.0,52.0,2704.0,1,312.5,3.0,0.0,0.0,0.0,0.0
hungary,1,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,53.0,2809.0,1,74.0,3.0,0.0,,0.0,0.0
hungary,1,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,62.0,3844.0,0,157.0,2.0,0.0,,0.0,0.0
hungary,0,manufacturing,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,24.0,576.0,0,170.0,1.0,0.0,0.0,0.0,0.0
hungary,0,,,,,1.0,0,0,0.0,,0.0,21.0,441.0,1,198.9286,3.0,0.0,,1.0,0.0
hungary,1,"agriculture, hunting and forestry",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,59.0,3481.0,1,94.66666,5.0,0.0,,0.0,0.0
hungary,1,construction,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,56.0,3136.0,1,92.66666,5.0,0.0,,0.0,0.0
hungary,1,"electricity, gas and water supply",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,73.0,5329.0,1,139.0,8.0,0.0,,0.0,0.0
hungary,1,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,36.0,1296.0,1,199.1667,2.0,0.0,,0.0,0.0
hungary,0,,,,,1.0,0,0,0.0,,0.0,76.0,5776.0,0,62.0,2.0,0.0,,0.0,0.0
hungary,0,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,78.0,6084.0,0,262.0,5.0,0.0,,1.0,0.0
hungary,0,"fishing, fish farming",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,59.0,3481.0,1,162.0,6.0,0.0,,0.0,0.0
hungary,1,"electricity, gas and water supply",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,49.0,2401.0,0,162.5,3.0,0.0,0.0,1.0,0.0
hungary,0,,,,,1.0,0,0,0.0,,0.0,59.0,3481.0,1,139.0,4.0,0.0,,0.0,0.0
hungary,0,,,,,1.0,0,0,0.0,,0.0,71.0,5041.0,0,154.0,4.0,0.0,,0.0,0.0
hungary,0,,,,,0.0,0,0,0.0,,0.0,46.0,2116.0,1,170.8696,5.0,0.0,,0.0,0.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,60.0,3600.0,0,217.1875,5.0,1.0,,1.0,0.0
hungary,0,,,,,0.0,0,0,0.0,,0.0,62.0,3844.0,0,71.33334,4.0,0.0,,0.0,0.0
hungary,1,education,1.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,65.0,4225.0,0,255.0,5.0,0.0,1.0,0.0,1.0
hungary,0,,,,,1.0,0,0,0.0,,0.0,79.0,6241.0,0,162.0,5.0,0.0,,0.0,0.0
hungary,1,"agriculture, hunting and forestry",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,69.0,4761.0,1,259.697,2.0,0.0,,0.0,0.0
hungary,1,health and health work,0.0,1.0,0.0,1.0,0,0,0.0,1.0,0.0,52.0,2704.0,1,278.0,4.0,0.0,1.0,0.0,0.0
hungary,1,education,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,28.0,784.0,0,200.0,5.0,0.0,0.0,0.0,0.0
hungary,1,"agriculture, hunting and forestry",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,48.0,2304.0,1,204.0,5.0,0.0,1.0,0.0,0.0
hungary,0,"electricity, gas and water supply",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,43.0,1849.0,1,282.6087,3.0,1.0,0.0,1.0,0.0
hungary,1,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,44.0,1936.0,1,203.5,6.0,0.0,0.0,0.0,0.0
hungary,1,health and health work,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,57.0,3249.0,1,138.5,4.0,0.0,1.0,0.0,0.0
hungary,0,,,,,0.0,0,0,0.0,,0.0,76.0,5776.0,0,93.0,2.0,0.0,,0.0,0.0
hungary,0,,,,,0.0,0,0,0.0,,0.0,71.0,5041.0,0,117.3333,4.0,0.0,,0.0,0.0
hungary,0,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,32.0,1024.0,1,143.3333,2.0,0.0,0.0,1.0,0.0
hungary,0,construction,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,28.0,784.0,1,153.8889,5.0,0.0,0.0,1.0,0.0
hungary,0,health and health work,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,53.0,2809.0,1,130.0,5.0,0.0,,0.0,0.0
hungary,1,"other community, social and personal service activities",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,36.0,1296.0,1,391.9231,3.0,1.0,0.0,1.0,0.0
hungary,0,construction,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,33.0,1089.0,1,327.9167,3.0,1.0,,1.0,0.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,47.0,2209.0,0,278.0,3.0,1.0,,0.0,0.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,58.0,3364.0,0,153.0,1.0,0.0,,0.0,0.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,31.0,961.0,1,198.5714,2.0,1.0,,1.0,0.0
hungary,1,manufacturing,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,71.0,5041.0,1,200.6667,2.0,1.0,,0.0,0.0
hungary,1,"agriculture, hunting and forestry",0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,61.0,3721.0,1,132.6667,1.0,1.0,,1.0,0.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,82.0,6724.0,1,102.0,1.0,0.0,,0.0,0.0
hungary,0,financial intermediation,0.0,0.0,0.0,1.0,1,1,1.0,1.0,1.0,26.0,676.0,1,741.0,5.0,1.0,0.0,0.0,0.0
hungary,0,,,,,1.0,1,1,0.0,,0.0,76.0,5776.0,1,92.66666,2.0,1.0,,0.0,0.0
hungary,1,health and health work,0.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,54.0,2916.0,1,324.0,7.0,0.0,1.0,0.0,0.0
hungary,1,manufacturing,0.0,0.0,0.0,1.0,1,1,0.0,1.0,0.0,62.0,3844.0,1,138.0,5.0,0.0,,0.0,0.0
hungary,0,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,23.0,529.0,0,119.4445,4.0,0.0,,0.0,0.0
hungary,0,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,1.0,1,1,1.0,0.0,0.0,28.0,784.0,0,332.0,5.0,1.0,0.0,0.0,0.0
hungary,1,"public administration, military, social security",0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,57.0,3249.0,0,77.33334,3.0,0.0,,0.0,0.0
hungary,0,,,,,0.0,1,0,0.0,,0.0,64.0,4096.0,1,123.3333,5.0,0.0,,0.0,0.0
hungary,0,,,,,0.0,1,0,0.0,,0.0,52.0,2704.0,0,62.0,1.0,0.0,,0.0,0.0
hungary,1,education,1.0,0.0,0.0,1.0,1,1,0.0,1.0,0.0,48.0,2304.0,0,301.0,5.0,1.0,1.0,0.0,0.0
hungary,1,health and health work,0.0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,57.0,3249.0,1,58.66667,2.0,0.0,1.0,0.0,0.0
hungary,0,,,,,0.0,0,0,0.0,,0.0,89.0,7921.0,1,93.0,4.0,0.0,,0.0,0.0
hungary,1,health and health work,0.0,1.0,0.0,0.0,1,0,0.0,1.0,0.0,49.0,2401.0,0,20.0,3.0,0.0,1.0,0.0,0.0
hungary,1,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,63.0,3969.0,0,,6.0,0.0,,0.0,0.0
hungary,0,,,,,0.0,0,0,0.0,,0.0,63.0,3969.0,0,323.0,6.0,0.0,,0.0,0.0
hungary,0,"other community, social and personal service activities",0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,40.0,1600.0,0,199.6154,3.0,0.0,0.0,1.0,0.0
