countryname,state_emp_now,occupation,public_educators,public_health_professionals,state_career,DemocracySupport,InstitutionSupport,Democracy,Education,Occupation,MiddleClass,Age,age2,Gender,Expenditures,IncDist,FreeMarket_Support,stateemployment,state_assistance,state_emp_middleclass
armenia,0,,,,,1.0,0,0,0.0,,0.0,71.0,5041.0,0,35.33333,2.0,1.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,71.0,5041.0,0,59.0,4.0,1.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,34.0,1156.0,1,157.0968,,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,48.0,2304.0,1,29.0,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,30.0,900.0,0,47.36842,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,55.0,3025.0,0,20.0,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,56.0,3136.0,1,70.35715,4.0,0.0,,0.0,0.0
armenia,1,hotels and restaurants,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,80.0,6400.0,1,95.15152,7.0,0.0,0.0,0.0,0.0
armenia,1,construction,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,41.0,1681.0,1,34.78261,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,81.0,6561.0,1,52.5,6.0,0.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,71.0,5041.0,0,72.25806,3.0,0.0,,0.0,0.0
armenia,0,"agriculture, hunting and forestry",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,40.0,1600.0,1,63.54839,3.0,1.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,70.0,4900.0,1,78.8,5.0,1.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,48.0,2304.0,1,161.6667,4.0,1.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,44.0,1936.0,0,92.0,,1.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,80.0,6400.0,1,100.0,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,72.0,5184.0,1,125.0,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,52.0,2704.0,1,83.0,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,84.0,7056.0,1,53.33333,5.0,0.0,,0.0,0.0
armenia,1,"electricity, gas and water supply",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,80.0,6400.0,1,120.2857,7.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,74.0,5476.0,0,126.9565,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,76.0,5776.0,1,70.0,5.0,0.0,,0.0,0.0
armenia,0,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,54.0,2916.0,1,124.1667,7.0,0.0,0.0,0.0,0.0
armenia,0,activities of households,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,70.0,4900.0,0,152.6923,7.0,0.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,74.0,5476.0,1,89.35484,3.0,1.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,53.0,2809.0,1,91.2,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,68.0,4624.0,1,96.66666,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,54.0,2916.0,1,74.8,4.0,0.0,,0.0,0.0
armenia,1,education,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,50.0,2500.0,1,180.0,6.0,0.0,,0.0,0.0
armenia,1,education,1.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,79.0,6241.0,1,130.0,5.0,0.0,1.0,0.0,1.0
armenia,1,education,1.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,49.0,2401.0,1,91.93549,6.0,0.0,0.0,0.0,1.0
armenia,0,hotels and restaurants,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,51.0,2601.0,0,33.33333,4.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,66.0,4356.0,1,85.0,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,84.0,7056.0,0,100.0,4.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,37.0,1369.0,1,98.8,5.0,1.0,,0.0,0.0
armenia,1,education,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,74.0,5476.0,1,121.9231,3.0,1.0,1.0,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,55.0,3025.0,1,85.58139,4.0,0.0,,0.0,0.0
armenia,1,"electricity, gas and water supply",0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,38.0,1444.0,1,70.76923,5.0,0.0,1.0,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,42.0,1764.0,1,88.48485,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,36.0,1296.0,0,47.41936,,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,48.0,2304.0,0,101.0,3.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,80.0,6400.0,0,93.92857,6.0,0.0,,0.0,0.0
armenia,0,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,51.0,2601.0,1,63.22581,6.0,0.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,50.0,2500.0,1,36.66667,6.0,1.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,71.0,5041.0,1,26.0,,0.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,44.0,1936.0,1,103.2143,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,31.0,961.0,1,120.9524,6.0,0.0,,0.0,0.0
armenia,1,"fishing, fish farming",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,38.0,1444.0,1,114.1667,4.0,0.0,1.0,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,49.0,2401.0,1,125.5,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,45.0,2025.0,0,101.0714,4.0,1.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,40.0,1600.0,0,84.85714,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,51.0,2601.0,1,168.7805,4.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,35.0,1225.0,1,93.80952,4.0,0.0,,0.0,0.0
armenia,1,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,29.0,841.0,0,36.89655,6.0,1.0,1.0,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,41.0,1681.0,1,89.03226,4.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,65.0,4225.0,0,72.0,7.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,76.0,5776.0,1,19.33333,3.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,52.0,2704.0,1,50.76923,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,75.0,5625.0,1,46.0,4.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,50.0,2500.0,1,129.5,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,72.0,5184.0,1,76.78571,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,52.0,2704.0,1,35.0,4.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,51.0,2601.0,1,30.33333,5.0,0.0,,0.0,0.0
armenia,0,hotels and restaurants,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,39.0,1521.0,0,250.0,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,68.0,4624.0,0,95.38462,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,37.0,1369.0,1,94.8,4.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,80.0,6400.0,1,10.66667,4.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,75.0,5625.0,1,88.0,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,80.0,6400.0,0,43.33333,4.0,0.0,,0.0,0.0
armenia,1,education,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,44.0,1936.0,1,135.6,6.0,0.0,1.0,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,68.0,4624.0,1,19.5,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,32.0,1024.0,1,100.0,6.0,0.0,,0.0,0.0
armenia,1,education,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,39.0,1521.0,1,83.33333,4.0,0.0,1.0,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,56.0,3136.0,0,99.23077,4.0,0.0,,0.0,0.0
armenia,1,construction,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,40.0,1600.0,0,10.0,4.0,0.0,1.0,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,69.0,4761.0,1,69.72222,6.0,0.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,49.0,2401.0,1,79.02439,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,31.0,961.0,0,116.4516,4.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,43.0,1849.0,1,119.3333,3.0,1.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,62.0,3844.0,1,70.0,3.0,0.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,77.0,5929.0,0,21.0,,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,61.0,3721.0,1,84.83871,6.0,0.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,53.0,2809.0,1,65.66666,,0.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,67.0,4489.0,1,190.0,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,39.0,1521.0,1,104.8,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,47.0,2209.0,1,89.28571,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,37.0,1369.0,0,131.8182,5.0,0.0,,0.0,0.0
armenia,1,health and health work,0.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,41.0,1681.0,1,76.95652,5.0,0.0,1.0,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,42.0,1764.0,0,71.33334,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,45.0,2025.0,1,49.6,3.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,79.0,6241.0,0,52.0,3.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,76.0,5776.0,1,52.66667,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,68.0,4624.0,1,58.0,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,42.0,1764.0,1,109.0,,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,67.0,4489.0,1,57.5,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,58.0,3364.0,0,24.78261,4.0,1.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,74.0,5476.0,0,134.3333,7.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,62.0,3844.0,0,96.95652,1.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,80.0,6400.0,1,20.0,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,1.0,,,53.0,2809.0,1,39.33333,,0.0,,0.0,
armenia,0,,,,,0.0,0,0,0.0,,0.0,56.0,3136.0,1,89.2,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,48.0,2304.0,0,158.0,4.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,58.0,3364.0,1,53.92857,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,1.0,,,60.0,3600.0,1,83.22581,6.0,0.0,,0.0,
armenia,0,,,,,0.0,0,0,0.0,,0.0,71.0,5041.0,1,110.3226,7.0,0.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,62.0,3844.0,1,161.2903,5.0,0.0,,0.0,0.0
armenia,1,activities of households,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,43.0,1849.0,1,113.6,7.0,1.0,1.0,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,60.0,3600.0,0,39.33333,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,66.0,4356.0,1,19.33333,3.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,48.0,2304.0,1,105.3333,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,67.0,4489.0,0,84.35897,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,67.0,4489.0,1,68.85714,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,40.0,1600.0,1,31.6,5.0,0.0,,0.0,0.0
armenia,1,education,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,45.0,2025.0,1,84.28571,,0.0,1.0,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,67.0,4489.0,1,34.66667,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,73.0,5329.0,0,61.33333,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,42.0,1764.0,1,70.0,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,40.0,1600.0,1,103.2143,6.0,0.0,,1.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,71.0,5041.0,1,40.51282,5.0,0.0,,1.0,0.0
armenia,1,education,1.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,54.0,2916.0,0,54.39024,6.0,0.0,1.0,0.0,1.0
armenia,1,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,36.0,1296.0,0,63.68421,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,31.0,961.0,0,35.0,1.0,1.0,,1.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,31.0,961.0,0,55.16129,5.0,0.0,,1.0,0.0
armenia,1,"fishing, fish farming",0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,32.0,1024.0,0,91.92308,5.0,0.0,,1.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,50.0,2500.0,1,51.78572,5.0,0.0,,1.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,25.0,625.0,0,83.66666,6.0,0.0,,0.0,0.0
armenia,0,hotels and restaurants,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,42.0,1764.0,1,29.66667,5.0,0.0,,1.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,44.0,1936.0,0,49.2,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,47.0,2209.0,1,47.2,5.0,0.0,,0.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,64.0,4096.0,1,12.0,5.0,0.0,,1.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,38.0,1444.0,1,69.81132,5.0,1.0,,1.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,46.0,2116.0,1,80.38462,5.0,0.0,,1.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,57.0,3249.0,1,82.08333,5.0,0.0,,1.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,47.0,2209.0,0,87.2,5.0,0.0,,0.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,21.0,441.0,0,25.45455,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,34.0,1156.0,0,44.0,5.0,0.0,,1.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,38.0,1444.0,0,73.6,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,43.0,1849.0,1,31.5,4.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,33.0,1089.0,0,281.7391,5.0,0.0,,0.0,0.0
armenia,0,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,30.0,900.0,0,38.52941,4.0,1.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,1.0,,,31.0,961.0,0,49.65517,5.0,0.0,,0.0,
armenia,0,,,,,0.0,0,0,0.0,,0.0,26.0,676.0,1,149.0,5.0,0.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,37.0,1369.0,1,108.4615,5.0,1.0,,1.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,54.0,2916.0,1,32.5,4.0,0.0,,0.0,0.0
armenia,0,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,44.0,1936.0,0,90.4,3.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,1.0,,,39.0,1521.0,0,141.7391,6.0,0.0,,1.0,
armenia,1,"agriculture, hunting and forestry",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,30.0,900.0,0,48.33334,5.0,0.0,,1.0,0.0
armenia,0,,,,,1.0,1,1,0.0,,0.0,42.0,1764.0,1,37.5,2.0,1.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,28.0,784.0,0,44.59459,8.0,0.0,,1.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,40.0,1600.0,1,27.14286,4.0,0.0,,1.0,0.0
armenia,0,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,37.0,1369.0,0,83.33334,7.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,31.0,961.0,0,72.41379,3.0,0.0,,1.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,31.0,961.0,0,127.0968,4.0,0.0,,1.0,0.0
armenia,0,"other community, social and personal service activities",0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,42.0,1764.0,0,79.64286,5.0,0.0,0.0,1.0,0.0
armenia,1,extra-territorial organizations and bodies,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,37.0,1369.0,0,49.56522,4.0,0.0,,1.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,47.0,2209.0,1,12.58065,5.0,0.0,,0.0,0.0
armenia,0,construction,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,46.0,2116.0,1,65.15152,5.0,0.0,,1.0,0.0
armenia,1,education,1.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,55.0,3025.0,0,69.0,3.0,0.0,1.0,0.0,1.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,47.0,2209.0,1,22.85714,4.0,0.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,37.0,1369.0,1,34.64286,5.0,0.0,,1.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,37.0,1369.0,1,35.48387,5.0,0.0,,1.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,45.0,2025.0,1,68.75,5.0,0.0,,1.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,56.0,3136.0,1,42.35294,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,24.0,576.0,0,57.69231,5.0,1.0,,1.0,0.0
armenia,1,education,1.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,47.0,2209.0,1,56.42857,5.0,0.0,1.0,0.0,1.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,23.0,529.0,0,28.0,6.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,1.0,,,60.0,3600.0,1,78.66666,5.0,0.0,,0.0,
armenia,0,,,,,0.0,0,0,0.0,,0.0,78.0,6084.0,1,87.33334,4.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,38.0,1444.0,0,42.0,5.0,1.0,,0.0,0.0
armenia,1,health and health work,0.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,58.0,3364.0,1,35.75758,5.0,0.0,,0.0,0.0
armenia,1,health and health work,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,31.0,961.0,0,46.55172,6.0,0.0,,1.0,0.0
armenia,0,education,0.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,23.0,529.0,1,85.5,5.0,1.0,,0.0,0.0
armenia,0,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,18.0,324.0,0,37.6,5.0,0.0,,0.0,0.0
armenia,1,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,23.0,529.0,0,39.44445,4.0,0.0,1.0,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,41.0,1681.0,1,52.38095,5.0,1.0,,1.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,67.0,4489.0,1,70.0,7.0,0.0,,1.0,0.0
armenia,0,"transport, communications",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,35.0,1225.0,1,48.82353,4.0,1.0,0.0,1.0,0.0
armenia,0,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,23.0,529.0,0,57.0,5.0,0.0,,0.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,46.0,2116.0,1,57.0,10.0,0.0,,0.0,0.0
armenia,1,"other community, social and personal service activities",0.0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,47.0,2209.0,1,62.33333,4.0,0.0,1.0,0.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,43.0,1849.0,1,83.2,3.0,0.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,38.0,1444.0,1,233.0,,0.0,,1.0,0.0
armenia,0,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,32.0,1024.0,1,52.66667,3.0,0.0,0.0,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,43.0,1849.0,1,131.3333,3.0,0.0,,1.0,0.0
armenia,0,hotels and restaurants,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,46.0,2116.0,1,109.5,3.0,0.0,0.0,1.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,47.0,2209.0,1,250.5,,1.0,,1.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,71.0,5041.0,0,42.0,4.0,0.0,,0.0,0.0
armenia,1,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,56.0,3136.0,1,44.5,4.0,0.0,0.0,0.0,0.0
armenia,1,education,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,44.0,1936.0,1,72.5,,0.0,1.0,1.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,77.0,5929.0,1,71.81818,5.0,0.0,,1.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,56.0,3136.0,1,47.87879,5.0,0.0,,1.0,0.0
armenia,0,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,28.0,784.0,1,66.0,5.0,1.0,0.0,0.0,0.0
armenia,1,education,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,42.0,1764.0,1,68.0,5.0,1.0,1.0,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,23.0,529.0,0,68.06452,6.0,0.0,,1.0,0.0
armenia,1,health and health work,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,69.0,4761.0,1,46.0,5.0,0.0,,0.0,0.0
armenia,1,financial intermediation,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,70.0,4900.0,1,98.92857,5.0,1.0,1.0,0.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,60.0,3600.0,1,47.5,3.0,0.0,,0.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,54.0,2916.0,1,247.3333,5.0,1.0,,0.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,45.0,2025.0,1,53.0,5.0,1.0,,0.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,60.0,3600.0,1,84.83871,5.0,0.0,,1.0,0.0
armenia,0,,,,,1.0,0,0,0.0,,0.0,37.0,1369.0,1,149.0476,5.0,0.0,,0.0,0.0
armenia,0,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,59.0,3481.0,1,322.5,5.0,0.0,0.0,0.0,0.0
armenia,1,construction,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,76.0,5776.0,1,28.0,5.0,0.0,,0.0,0.0
armenia,0,,,,,0.0,0,0,0.0,,0.0,49.0,2401.0,0,126.5,4.0,0.0,,0.0,0.0
armenia,0,"wholesale and retail trade; repair of motor vehicles, motorcycles, personal and household goods",0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,46.0,2116.0,1,65.66666,6.0,0.0,,0.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,70.0,4900.0,1,133.2353,5.0,1.0,,0.0,0.0
armenia,1,"fishing, fish farming",0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,48.0,2304.0,0,16.15385,1.0,0.0,0.0,0.0,0.0
armenia,1,manufacturing,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,70.0,4900.0,1,200.0,7.0,1.0,,0.0,0.0
